,sector,m,d,p,sec_loading,t
1130,5,50.80510353,2.307782884,0.017535578,0.64,-2.107535867928554
1131,2,-1062.547525,62.51055131,0.004353979,0.41,-2.6233116422029474
1132,2,577.2545947,89.42162173,0.006139286,0.41,-2.504035481496555
1133,6,-19.14509257,3.107382276,0.022436009,0.403,-2.005852213201286
1134,2,376.3212915,75.90721086,0.005257802,0.41,-2.5583967565431127
1135,6,56.62976272,6.62201378,0.018137381,0.403,-2.093834092741423
1136,2,726.8013944,70.03296523,0.006243312,0.41,-2.4980850272131168
1137,2,431.8600322,11.95410867,0.006461106,0.41,-2.4859059262825607
1138,2,-1118.953356,103.7267421,0.006043848,0.41,-2.509573784055328
1139,2,-514.7881547,108.3266759,0.005892765,0.41,-2.518501743633242
1140,6,43.3253487,3.751031055,0.01030346,0.403,-2.315109870241924
1141,6,-63.24137737,2.557068162,0.01200907,0.403,-2.2568389489805045
1142,6,50.2510396,0.815842011,0.014181728,0.403,-2.1922223416834474
1143,5,30.54361056,6.018439537,0.017598755,0.64,-2.1060787771825007
1144,6,65.30038256,11.14868907,0.020790333,0.403,-2.0376927869537234
1145,6,-62.80740701,9.953971401,0.016759782,0.403,-2.125804226130619
1146,6,-51.40919122,4.0442487,0.012594559,0.403,-2.2384900124685765
1147,3,66.87820384,1.198447903,0.008307569,0.415,-2.3951153339395472
1148,5,-71.3201721,11.51167025,0.014722952,0.64,-2.1774648186556425
1149,6,72.99626931,4.345208809,0.016552361,0.403,-2.1308109244482507
1150,5,57.24391221,8.432025743,0.014750935,0.64,-2.1767145769681644
1151,2,520.6283499,99.98176918,0.004755895,0.41,-2.593089912162895
1152,5,-9.185379896,0.701372029,0.014694274,0.64,-2.1782349674975765
1153,6,-39.24726534,0.847797204,0.008430461,0.403,-2.389726535564105
1154,3,75.68813403,1.112580707,0.011190875,0.415,-2.283826153111514
1155,2,636.5034417,50.12918502,0.00586862,0.41,-2.5199473172731857
1156,6,-43.04517037,1.644225607,0.019230544,0.403,-2.0699066402383393
1157,2,-807.5834489,62.35899329,0.005125904,0.41,-2.567218197044633
1158,5,-29.61322064,4.179774855,0.013572974,0.64,-2.2094127068573703
1159,6,98.10958453,13.16377787,0.019086608,0.403,-2.0729899379635235
1160,5,50.16448484,1.329695517,0.014518319,0.64,-2.1829887567892294
1161,6,90.24494982,9.450269688,0.017803607,0.403,-2.101384653522623
1162,2,-980.1689959,93.82244641,0.005689652,0.41,-2.530829833282534
1163,2,-505.0594955,94.77315287,0.006170153,0.41,-2.5022605794323614
1164,2,-1242.841311,29.2085235,0.005687486,0.41,-2.5309633917725582
1165,6,-18.76267287,2.069352431,0.02170155,0.403,-2.0198099949578765
1166,3,58.32208587,3.539242651,0.012390756,0.415,-2.244791635520095
1167,2,-1224.037786,61.9858923,0.00629367,0.41,-2.4952359482419535
1168,2,-703.789126,46.85723798,0.006410551,0.41,-2.4887002265292413
1169,5,73.65014704,12.65896079,0.016283417,0.64,-2.1373832333889635
1170,2,294.298336,60.5815917,0.006258642,0.41,-2.4972155617975598
1171,6,-53.00275791,9.617510821,0.008627737,0.403,-2.381218488546365
1172,1,72.03608187,13.61496067,0.003313395,0.49,-2.7150393300420137
1173,2,827.8287352,28.15573924,0.006428729,0.41,-2.487693245670494
1174,2,845.8930885,98.39031004,0.006352119,0.41,-2.491954306521831
1175,6,76.13648181,5.297803271,0.00851518,0.403,-2.3860516292449834
1176,1,64.37896146,14.17777089,0.012670532,0.49,-2.2361634871903435
1177,5,75.32904783,1.33973501,0.016825302,0.64,-2.124233730650942
1178,2,255.9784678,15.17843379,0.004979926,0.41,-2.577220060215337
1179,3,50.93812668,1.323831897,0.010940163,0.415,-2.292438960542866
1180,5,-51.81438356,8.539204281,0.016799585,0.64,-2.1248495350039396
1181,1,34.5410925,11.61033956,0.007082663,0.49,-2.453043366771415
1182,2,428.6462598,71.74482512,0.00366392,0.41,-2.6815662648730507
1183,6,-53.55418691,6.072113742,0.018535451,0.403,-2.084982357596332
1184,6,91.42395938,10.19632563,0.008042255,0.403,-2.4069922770422885
1185,5,-62.66727946,1.055976584,0.017083688,0.64,-2.1180908299784686
1186,6,33.14645856,3.949642724,0.012944062,0.403,-2.2278859099748383
1187,5,-110.6818931,14.88774041,0.017603769,0.64,-2.105963327490559
1188,6,60.15437614,2.386279064,0.015828725,0.403,-2.1487093128416825
1189,1,-91.28843386,12.98912348,0.011087179,0.49,-2.2873679049620192
1190,2,349.2316688,81.0425186,0.005631188,0.41,-2.534450741522349
1191,2,512.3160088,80.02359942,0.006125711,0.41,-2.504818569927212
1192,2,1075.111162,61.566085,0.005876127,0.41,-2.51949730508404
1193,6,84.77387705,3.510979225,0.018338882,0.403,-2.0893329309335344
1194,6,-15.47214906,2.265026158,0.021786868,0.403,-2.0181683037193108
1195,2,-1216.398926,48.01749368,0.004627751,0.41,-2.602469601530232
1196,6,-17.98436571,0.624585168,0.008886346,0.403,-2.3703200734266607
1197,2,702.4538448,98.99386831,0.004549044,0.41,-2.608346224184929
1198,6,-27.6178307,4.014308737,0.010436869,0.403,-2.310260470467919
1199,6,-57.60521501,3.737061105,0.02217771,0.403,-2.010716407197058
1200,2,-1059.44638,86.69731365,0.005299794,0.41,-2.555629604042677
1201,1,-66.99401477,14.84292202,0.003547348,0.49,-2.692366372861851
1202,2,-821.6571654,37.97221345,0.004968547,0.41,-2.5780106335132165
1203,5,42.07865551,2.599506302,0.016475542,0.64,-2.1326788020713043
1204,2,591.9681746,55.95750933,0.004775787,0.41,-2.591654148645266
1205,6,46.47480332,1.442174951,0.011897174,0.403,-2.2604336826973603
1206,2,394.7827219,61.33559118,0.005836636,0.41,-2.521870360400988
1207,1,-35.72497861,12.54187121,0.005500218,0.49,-2.5426849689264963
1208,2,-365.8575878,98.67735512,0.004411218,0.41,-2.618859175535246
1209,1,85.79983429,11.57149648,0.010767968,0.49,-2.298454476909855
1210,5,80.00843501,4.12901958,0.013526306,0.64,-2.2107578226561366
1211,1,37.69598154,12.25815417,0.004511092,0.49,-2.611212396619192
1212,6,95.53438506,2.064744706,0.009582283,0.403,-2.342314346182768
1213,6,88.62533291,5.203299776,0.013325924,0.403,-2.2165793789384747
1214,1,66.99374994,11.90589981,0.016871318,0.49,-2.123133864297857
1215,7,-974.0086393,31.19000145,0.024404112,0.476,-1.9702631097778494
1216,6,35.19464792,3.539387304,0.012583299,0.403,-2.238835861034363
1217,2,-775.433847,19.80198601,0.005272096,0.41,-2.557452623062144
1218,5,-56.84017072,0.553159858,0.017717411,0.64,-2.1033541640327105
1219,2,1057.199956,106.3155488,0.005934017,0.41,-2.5160440755707283
1220,2,-515.6933512,34.74310359,0.003894526,0.41,-2.6610796895931776
1221,2,-325.670691,61.67626886,0.004340118,0.41,-2.6243977155893865
1222,2,274.2951087,80.21796701,0.003642833,0.41,-2.683496857114535
1223,5,-61.25388032,0.031341376,0.017346075,0.64,-2.111933541162966
1224,5,-113.1953595,18.20388575,0.0173508,0.64,-2.1118233935477324
1225,2,-569.1708951,39.86377371,0.004606888,0.41,-2.6040185864691847
1226,6,44.78920895,4.396316245,0.019525814,0.403,-2.063642466934628
1227,6,40.06172198,1.53740295,0.018858311,0.403,-2.0779211518160388
1228,2,-744.5900004,100.1349431,0.005236265,0.41,-2.559823618569284
1229,6,38.96298889,6.079066261,0.011806013,0.403,-2.263384035563536
1230,1,92.23634838,13.23708237,0.005730725,0.49,-2.5283057211702986
1231,6,51.45519113,8.351776061,0.01583985,0.403,-2.1484288873849096
1232,6,89.8991973,3.372515202,0.017271314,0.403,-2.1136797641257927
1233,6,-32.3222508,4.351386007,0.013506039,0.403,-2.211343228079202
1234,6,-29.22105562,4.270414355,0.013607553,0.403,-2.2084186055473984
1235,5,53.481509,2.156065796,0.017428633,0.64,-2.1100126532993695
1236,6,75.71455912,11.14453866,0.019264204,0.403,-2.06918843013333
1237,6,32.26268406,6.204171133,0.010346734,0.403,-2.3135308979069142
1238,6,-16.05849293,0.825824509,0.008152937,0.403,-2.4019962855932313
1239,2,559.8478243,51.62588435,0.005881568,0.41,-2.5191714592910914
1240,2,628.4067938,15.51517608,0.003929145,0.41,-2.658098594031139
1241,6,85.66414314,15.18647668,0.013020836,0.403,-2.2255897707132046
1242,5,-29.96449361,5.104607657,0.016149616,0.64,-2.1406876885295905
1243,2,879.1620662,42.05805789,0.005160841,0.41,-2.564862093026753
1244,2,1231.518818,44.94924974,0.005175671,0.41,-2.563866267286002
1245,5,51.73292696,6.286836128,0.014662274,0.64,-2.179095856698153
1246,5,-66.03162584,12.27272707,0.012790731,0.64,-2.2325071681623228
1247,3,74.25113091,2.929692571,0.011303193,0.415,-2.2800219613547354
1248,5,5.748635413,0.840013808,0.01745929,0.64,-2.1093013308844193
1249,6,-50.0846642,3.738274114,0.016831683,0.403,-2.1240810595906403
1250,1,81.85470775,14.55732666,0.005657993,0.49,-2.5327864780011757
1251,2,786.3862538,63.09083701,0.004124524,0.41,-2.641702493888308
1252,6,50.11441099,2.680000748,0.016454986,0.403,-2.133179891790208
1253,2,-544.5175945,83.50994502,0.005057148,0.41,-2.5718970610836718
1254,6,55.80264499,2.51326413,0.021801013,0.403,-2.0178966502436384
1255,6,52.95614979,6.771699609,0.015604058,0.403,-2.154408941279568
1256,5,21.30921065,0.384266066,0.013202236,0.64,-2.220210645785381
1257,6,-62.99552133,10.11479603,0.01124482,0.403,-2.2819949229926655
1258,2,-637.8201247,11.00902504,0.004880988,0.41,-2.5841484745061263
1259,2,276.3956618,44.63199044,0.004199197,0.41,-2.63561912838638
1260,2,-890.2716292,18.22807385,0.005890708,0.41,-2.5186246923685096
1261,2,895.1347632,24.22349394,0.006037277,0.41,-2.5099579470310376
1262,6,75.56382332,12.86095937,0.008327265,0.403,-2.39424697698155
1263,6,37.4505415,1.970934088,0.010015922,0.403,-2.325750888358596
1264,6,38.83315798,0.395364867,0.008216477,0.403,-2.399155066921761
1265,5,120.5792269,17.58969745,0.014631174,0.64,-2.179934083738761
1266,5,3.910765437,0.131041377,0.016102434,0.64,-2.141858527751296
1267,6,70.69074727,6.418021439,0.017509257,0.403,-2.1081442483838733
1268,2,1244.381613,26.07787105,0.006440613,0.41,-2.487036285668889
1269,2,552.4544331,56.02098175,0.003750614,0.41,-2.673732406648107
1270,5,-0.208327395,0.017529478,0.01712572,0.64,-2.117099077243475
1271,2,-404.2227864,48.68580055,0.00432322,0.41,-2.6257259531353476
1272,2,-300.5376929,50.70108944,0.004609206,0.41,-2.6038461764979006
1273,2,1183.121604,42.70557663,0.003780919,0.41,-2.671032255463965
1274,2,776.9335773,34.8953721,0.004979701,0.41,-2.5772356768301488
1275,6,92.51327607,15.05541448,0.009174461,0.403,-2.3585007643604454
1276,5,-120.8759763,6.593387077,0.013323647,0.64,-2.2166459641955254
1277,2,609.5308323,26.36518396,0.00649295,0.41,-2.4841557426784444
1278,1,-37.20369867,13.76806008,0.011844169,0.49,-2.262146750366183
1279,6,-30.48717533,6.084966581,0.017747569,0.403,-2.1026641496443137
1280,2,-1178.036874,94.92044835,0.004782942,0.41,-2.591139019307337
1281,5,118.3181227,13.59672875,0.015721567,0.64,-2.151419112175477
1282,6,41.03940562,6.066399636,0.00892478,0.403,-2.3687241655334006
1283,6,-75.79402981,1.186535373,0.007856917,0.403,-2.4154950981020407
1284,5,122.5351139,7.721641637,0.012779486,0.64,-2.2328479650483075
1285,2,-519.0094602,35.78169876,0.005938822,0.41,-2.5157587943101856
1286,6,75.72824672,12.42717803,0.018260917,0.403,-2.091069503538127
1287,1,-91.30917332,13.0086469,0.013641124,0.49,-2.207455566392454
1288,2,979.6581367,38.72457421,0.004247109,0.41,-2.631766657598762
1289,6,92.81157506,10.13366829,0.013630363,0.403,-2.20776404038198
1290,5,1.546526966,0.130961552,0.017646135,0.64,-2.1049889493763496
1291,6,48.77894059,9.472774105,0.010746009,0.403,-2.2992276095117097
1292,5,-10.33055097,1.935156513,0.016600395,0.64,-2.129646729780276
1293,2,921.6094291,100.1359171,0.003708262,0.41,-2.6775388995056044
1294,6,-31.2414963,1.671374167,0.010025511,0.403,-2.3253917541700746
1295,5,103.0693147,17.3828968,0.013067113,0.64,-2.2242113763732396
1296,2,831.3271945,89.53042997,0.004064752,0.41,-2.646643355401087
1297,5,-78.08101746,6.07178539,0.012893352,0.64,-2.2294089993246256
1298,6,79.64041602,4.522020368,0.010466445,0.403,-2.3091927086175237
1299,6,41.40315362,5.155196558,0.011720302,0.403,-2.2661760893542673
1300,2,-881.2638796,31.05798068,0.003686433,0.41,-2.6795160889784757
1301,3,-52.70365355,3.500003407,0.007577466,0.415,-2.4286553263254085
1302,6,30.31470543,2.906801182,0.021893838,0.403,-2.01611763894401
1303,2,825.8967858,62.18910896,0.00454615,0.41,-2.608564028543711
1304,6,87.62100161,8.206490929,0.013826223,0.403,-2.202182127603945
1305,2,-1215.108492,79.08287269,0.005647226,0.41,-2.5334541343385832
1306,2,1064.280174,79.72957424,0.004362563,0.41,-2.622640594459663
1307,2,-818.7026253,32.81073466,0.005194803,0.41,-2.562585309049934
1308,2,287.3496903,20.70161716,0.006375378,0.41,-2.490655850945472
1309,5,17.91362312,2.115486808,0.017106613,0.64,-2.1175496522216957
1310,1,95.58813916,13.70780529,0.008378138,0.49,-2.39201240553922
1311,5,113.1959517,0.208680391,0.0175665,0.64,-2.106822135574659
1312,2,469.2133747,104.0415501,0.004137243,0.41,-2.640659392573464
1313,2,-968.7715659,33.54264263,0.005052198,0.41,-2.5722360913277966
1314,6,88.88902369,5.201854805,0.021256252,0.403,-2.028468020184164
1315,5,75.37017315,14.00590953,0.017234732,0.64,-2.1145365786094503
1316,6,-34.98887825,2.675720536,0.011301696,0.403,-2.280072448020946
1317,5,-51.03525206,7.129744057,0.015698192,0.64,-2.152012320603112
1318,2,493.7177644,86.73848344,0.005021102,0.41,-2.574372677065559
1319,3,52.14503448,3.698742347,0.008526345,0.415,-2.3855697138096565
1320,5,-62.6246027,11.58698046,0.014730133,0.64,-2.177272174648779
1321,2,-426.7295874,40.10904643,0.003944534,0.41,-2.6567809716528
1322,6,33.52977505,0.443052191,0.019046564,0.403,-2.073851247336244
1323,2,-1001.700856,11.54396589,0.005358498,0.41,-2.551793683983953
1324,6,-33.9333448,0.613932793,0.021675652,0.403,-2.0203094036791724
1325,2,-739.7628153,44.06452568,0.005685325,0.41,-2.5310966869617992
1326,2,-846.6801886,105.3795283,0.005668138,0.41,-2.5321584229813867
1327,6,82.20404776,0.612797788,0.010892934,0.403,-2.294080625798007
1328,5,-54.98347607,2.134774922,0.01412077,0.64,-2.1939147333353173
1329,5,118.0838021,9.008259662,0.012601629,0.64,-2.238272995643794
1330,3,62.18448175,2.000061113,0.008032262,0.415,-2.407446312686612
1331,5,23.09843908,1.249079576,0.014931732,0.64,-2.1718965866949542
1332,5,-44.48607392,3.079819182,0.015573953,0.64,-2.155178022967186
1333,2,764.6172103,76.73043707,0.006531064,0.41,-2.482070907335803
1334,2,840.814449,104.2791159,0.004893246,0.41,-2.5832833174512095
1335,2,689.1098643,27.8085426,0.003925931,0.41,-2.658374363530586
1336,6,49.20359711,3.499028951,0.021285507,0.403,-2.0278945255228593
1337,4,2127.071801,89.45593175,0.001155406,0.338,-3.047073497494237
1338,5,7.666126889,0.528212797,0.013174666,0.64,-2.2210240574720452
1339,6,81.7374749,7.085389234,0.011469007,0.403,-2.274465485680167
1340,6,-44.18336082,4.25069133,0.016281535,0.403,-2.137429551201957
1341,5,-1.694742119,0.131021146,0.015697387,0.64,-2.1520327633070284
1342,5,-59.7284985,4.607290892,0.014499964,0.64,-2.1834875067457946
1343,2,-890.207886,79.89975076,0.00634723,0.41,-2.4922277746762567
1344,5,-99.89272077,15.84090424,0.013744117,0.64,-2.204513750499244
1345,5,-104.1731139,19.42935398,0.017125403,0.64,-2.1171065491275693
1346,2,-551.7430927,32.29734927,0.004821279,0.41,-2.5883905674620387
1347,6,43.13385055,2.516601987,0.020728891,0.403,-2.038922309015229
1348,5,25.18901486,3.29906001,0.017292979,0.64,-2.113173062584832
1349,5,-6.710171045,0.768995027,0.014710069,0.64,-2.177810632344711
1350,2,-298.5202999,93.85469123,0.004746696,0.41,-2.5937556887243103
1351,6,64.65232175,7.033677597,0.021079523,0.403,-2.0319467602899137
1352,2,912.7614392,105.7139161,0.005643702,0.41,-2.533672901348087
1353,5,-52.44273989,1.105581602,0.015756447,0.64,-2.150535336275412
1354,5,-84.39406482,15.4739859,0.014817688,0.64,-2.1749298184596535
1355,5,-73.41848728,12.7697086,0.013259692,0.64,-2.218520197651337
1356,6,98.62484808,13.71730475,0.012617006,0.403,-2.237801355361121
1357,5,-37.95931942,6.706680566,0.01601442,0.64,-2.14405050822458
1358,6,93.48292239,0.535314869,0.010831901,0.403,-2.29621131321603
1359,2,1033.75334,65.66345488,0.004617677,0.41,-2.603216771408189
1360,6,-52.32585192,6.371449879,0.015517018,0.403,-2.1566360158258226
1361,6,63.34900828,12.49419186,0.014148876,0.403,-2.1931336391871166
1362,5,81.39379151,10.88336578,0.012884716,0.64,-2.2296689001191927
1363,5,-119.1799867,1.850631766,0.015580624,0.64,-2.1550074913532535
1364,5,-62.27632967,7.29668572,0.016070107,0.64,-2.1426624328402393
1365,3,61.4408326,3.984916984,0.010296338,0.415,-2.3153702901658635
1366,2,-1182.279483,77.69135076,0.004836356,0.41,-2.587315004291363
1367,2,-1156.035749,34.30009471,0.003957624,0.41,-2.655663811133475
1368,5,-120.8512395,13.44971538,0.013340775,0.64,-2.2161453389112076
1369,6,58.28509997,10.58510758,0.013527267,0.403,-2.210730083303553
1370,5,42.38137151,5.9075975,0.01564829,0.64,-2.153281268594143
1371,4,1763.534518,134.6384738,0.000933446,0.338,-3.110629208699512
1372,6,-30.56273292,1.596746924,0.012203445,0.403,-2.2506629985912587
1373,3,74.08283998,1.963792368,0.009952412,0.415,-2.328137116117323
1374,6,-18.35402324,3.211827615,0.02025086,0.403,-2.048595142821438
1375,6,91.12353085,7.291738614,0.022480888,0.403,-2.005011889412986
1376,5,34.16520347,1.648138784,0.016156756,0.64,-2.1405107621296366
1377,2,1037.2289,40.31254118,0.004365367,0.41,-2.6224216495304193
1378,5,88.57974264,2.24525751,0.014163395,0.64,-2.1927306650613456
1379,2,759.2978671,35.07831113,0.006466924,0.41,-2.485585593288147
1380,6,-45.31937039,8.852019779,0.015420729,0.403,-2.1591122695271308
1381,6,34.37428114,4.622877239,0.007753451,0.403,-2.420318882276716
1382,6,-54.46920704,9.647725877,0.01179762,0.403,-2.2636566609737083
1383,6,-47.76697862,8.69503795,0.021353373,0.403,-2.026566690030556
1384,5,-67.17805242,2.840263568,0.015808133,0.64,-2.149228817181615
1385,2,1190.688984,72.0674334,0.004354881,0.41,-2.623241073468056
1386,5,-100.7390316,4.463367442,0.013543782,0.64,-2.2102536419239627
1387,6,-66.33977336,12.74608772,0.020823603,0.403,-2.0370283011205035
1388,1,-72.83477022,10.47848546,0.013883205,0.49,-2.2005709785364758
1389,5,-116.7068593,6.204564647,0.01425905,0.64,-2.190084625947573
1390,1,-72.85993709,10.07189845,0.005902948,0.49,-2.5178936566461583
1391,6,-48.42692871,0.413870848,0.011581326,0.403,-2.270741156269628
1392,6,-16.78532794,1.967646053,0.007688665,0.403,-2.4233682492775444
1393,2,-626.2576136,73.84808728,0.006303648,0.41,-2.494673825022803
1394,2,-1000.325468,32.23252439,0.005254603,0.41,-2.5586083664382717
1395,6,72.4603839,3.240361655,0.018383144,0.403,-2.0883498474012296
1396,2,530.1509518,59.74100481,0.006346246,0.41,-2.4922828376444253
1397,3,56.79698668,3.563348534,0.010963636,0.415,-2.2916253393208432
1398,6,32.38728404,5.83896395,0.012554234,0.403,-2.2397298263053615
1399,2,1206.277095,53.50509327,0.004494648,0.41,-2.612460954206201
1400,2,845.7472384,20.32732162,0.004696422,0.41,-2.5974147234617067
1401,2,-377.1280363,91.29747697,0.0046036,0.41,-2.6042632766865896
1402,2,794.4175653,16.76970063,0.004224323,0.41,-2.6335939430822486
1403,2,858.4143279,21.81863532,0.006272315,0.41,-2.4964416653695314
1404,2,791.1475601,19.81846993,0.003786914,0.41,-2.670500405915359
1405,6,33.82065401,5.765930808,0.016231227,0.403,-2.1386693819743914
1406,2,618.4014149,83.33203106,0.005992057,0.41,-2.5126117586941765
1407,2,784.0936173,56.59863942,0.00448637,0.41,-2.613091029308137
1408,6,77.04330295,1.502300973,0.011992905,0.403,-2.257356460571602
1409,1,-41.43058527,13.7016581,0.011753573,0.49,-2.26509018195461
1410,5,120.5047232,3.600180457,0.017420771,0.64,-2.110195244338432
1411,2,1191.505757,20.12159075,0.004622076,0.41,-2.602890327009267
1412,2,487.5230704,87.62139363,0.004760734,0.41,-2.592740150915213
1413,2,-499.7835411,29.27895596,0.005052988,0.41,-2.57218196364025
1414,2,-655.2558545,79.72448037,0.005190259,0.41,-2.5628891660716895
1415,6,86.73511854,6.552120286,0.019550528,0.403,-2.0631218152267983
1416,6,-35.05390257,0.656997018,0.009319945,0.403,-2.3526555856875855
1417,5,-80.55303532,2.071006609,0.014229756,0.64,-2.190893337363159
1418,2,-1185.859901,85.96748931,0.005912056,0.41,-2.5173505519316186
1419,2,-578.6394858,90.22698485,0.005195113,0.41,-2.562564587986606
1420,2,-614.8739935,91.42920331,0.005794029,0.41,-2.524446687546559
1421,5,35.92191883,0.057886748,0.014487545,0.64,-2.183825269481605
1422,5,11.5362092,1.715878542,0.016948219,0.64,-2.1213015027604687
1423,6,-78.1033265,3.255363024,0.01249227,0.403,-2.241641678549911
1424,5,55.16622028,6.615218335,0.016689326,0.64,-2.127498907393066
1425,2,362.2591403,11.96268476,0.004374972,0.41,-2.6216726129874397
1426,2,-1185.972639,103.2346431,0.004876976,0.41,-2.5844320579669717
1427,1,-32.11533259,13.75344279,0.014292824,0.49,-2.1891540105813423
1428,6,39.82392229,4.082364614,0.016454864,0.403,-2.1331828673604485
1429,2,-830.5554912,72.58463108,0.004217213,0.41,-2.634165922178582
1430,5,-5.242708306,0.1558929,0.013538107,0.64,-2.2104173034686037
1431,6,51.49021098,7.509714906,0.020513954,0.403,-2.043247861657208
1432,2,-977.004618,67.24289827,0.005912099,0.41,-2.517347989627128
1433,5,-121.9270321,21.68680407,0.015502815,0.64,-2.15700044206133
1434,5,-77.90525974,13.94675196,0.014820894,0.64,-2.1748442745832337
1435,6,76.31070936,9.764058603,0.010941845,0.403,-2.2923806085562735
1436,5,-58.16972307,9.052895045,0.016517584,0.64,-2.131655616650566
1437,2,872.8878087,50.32332617,0.003647986,0.41,-2.683024157076011
1438,6,-31.99542916,4.786958911,0.010859039,0.403,-2.2952626276123937
1439,5,-76.55186279,6.089368682,0.016622662,0.64,-2.1291080247003347
1440,2,1230.602311,36.44052788,0.0062586,0.41,-2.4972179413171744
1441,5,-109.1239192,4.583176059,0.015501914,0.64,-2.1570235699434708
1442,2,-418.3960312,75.24216736,0.004254894,0.41,-2.631144361332259
1443,1,50.02472001,13.82374837,0.014087738,0.49,-2.1948344402984357
1444,2,-806.8172812,20.02757599,0.00643557,0.41,-2.487314936896675
1445,2,375.6515074,89.33215081,0.00469429,0.41,-2.597570665311868
1446,5,47.37193921,4.414428622,0.015094302,0.64,-2.1676069567678864
1447,1,-40.087366,13.95342641,0.014897933,0.49,-2.172793456827309
1448,6,-40.59123697,1.030435223,0.019932013,0.403,-2.055155103591376
1449,6,-26.38249077,3.265920826,0.011501477,0.403,-2.2733855858264977
1450,2,-1176.145481,96.12292662,0.003719524,0.41,-2.676522908550769
1451,2,-1007.606229,78.91487673,0.00616198,0.41,-2.502729773079568
1452,5,20.51476973,3.474788473,0.017645084,0.64,-2.1050130972246555
1453,2,-766.1527927,75.33261827,0.006251301,0.41,-2.49763168273919
1454,2,1234.223189,58.18265978,0.006237577,0.41,-2.4984107828623614
1455,7,-1251.859205,242.5685842,0.024023892,0.476,-1.9769455614489144
1456,6,-22.78812953,1.344480508,0.016864301,0.403,-2.1233014174924776
1457,6,49.5956695,6.59065507,0.008906786,0.403,-2.3694705851882807
1458,2,-913.858684,92.33123817,0.004528117,0.41,-2.609923999551574
1459,5,14.84532301,0.740956175,0.017514354,0.64,-2.1080263760049878
1460,2,-996.6063451,14.09359278,0.006542888,0.41,-2.4814263215610834
1461,2,-653.7911191,56.11780758,0.005445523,0.41,-2.5461753649734153
1462,1,-37.80127675,11.04588286,0.005569897,0.49,-2.538282757721733
1463,6,-61.34783797,2.641758551,0.011566223,0.403,-2.271240118861931
1464,1,-93.87654007,10.94169972,0.012770663,0.49,-2.233115541205192
1465,2,-314.3910907,51.55410522,0.005562763,0.41,-2.538731217697741
1466,1,-68.50029606,10.69014597,0.015684885,0.49,-2.152350362888499
1467,2,690.4734579,13.17526332,0.004406022,0.41,-2.619261221231297
1468,2,277.2698071,41.90664133,0.004895266,0.41,-2.5831409333303124
1469,1,40.90264031,11.84555191,0.01112784,0.49,-2.285975703493014
1470,2,-445.4100077,23.3696728,0.003721422,0.41,-2.676351953974114
1471,2,660.4976449,12.17860761,0.006168634,0.41,-2.502347740155717
1472,5,45.6176315,6.082571767,0.017603759,0.64,-2.1059635577172955
1473,5,53.49564162,8.386210236,0.013061987,0.64,-2.224363850031811
1474,6,-65.2999478,1.486272712,0.018160209,0.403,-2.0933220229684553
1475,5,-76.18482323,6.238470114,0.012961565,0.64,-2.227361400046516
1476,6,94.38878497,2.475865044,0.011631331,0.403,-2.2690931475491887
1477,2,1176.032642,30.77677623,0.006140509,0.41,-2.5039650067810517
1478,2,-387.5202227,94.09387191,0.004808554,0.41,-2.5893006795176614
1479,2,-1192.363611,58.29593441,0.005922713,0.41,-2.516716022493785
1480,2,-878.9636785,61.41562618,0.003647919,0.41,-2.6830302993401545
1481,5,-125.277072,11.22197196,0.014913418,0.64,-2.1723823391850643
1482,3,55.73325231,2.540740639,0.010274177,0.415,-2.316181625575729
1483,1,-62.61082862,12.69076076,0.010859906,0.49,-2.2952323532038856
1484,6,-26.29560578,2.245672216,0.015227101,0.403,-2.1641322376015903
1485,2,668.3148224,15.37003155,0.004544741,0.41,-2.6086701156249297
1486,1,71.58393361,11.14711526,0.01682293,0.49,-2.1242904954714366
1487,6,-64.82017482,0.223868853,0.019763428,0.403,-2.058659630843185
1488,6,-37.91126789,1.455590613,0.017001244,0.403,-2.120042183812892
1489,6,86.45002476,1.312163378,0.007783051,0.403,-2.418933117438868
1490,6,-66.14082851,12.2081701,0.017146996,0.403,-2.1165978588646466
1491,5,-37.40866288,3.767328764,0.013407189,0.64,-2.214209393283954
1492,5,-36.15931617,5.432903987,0.015434058,0.64,-2.1587686989225983
1493,5,-85.99585739,15.96508927,0.016255899,0.64,-2.138060934705781
1494,2,-547.9608589,67.16361219,0.004613507,0.41,-2.6035264783354934
1495,1,90.70489091,14.27419197,0.007213718,0.49,-2.446441121494829
1496,2,730.3634829,104.0505831,0.005015657,0.41,-2.57474801123189
1497,6,36.39271266,3.984301557,0.01789744,0.403,-2.099249869433411
1498,5,-95.47693613,12.08357032,0.015945034,0.64,-2.1457858509306806
1499,3,50.99063203,3.723510006,0.010600974,0.415,-2.304368833283295
1500,6,64.74370703,10.73243503,0.0222857,0.403,-2.0086769947040897
1501,5,-30.35049643,0.439501768,0.016252515,0.64,-2.1381443422213637
1502,6,-45.5497668,3.10378054,0.02112461,0.403,-2.031056928665551
1503,3,77.08087966,3.397491804,0.009083362,0.415,-2.362202334866277
1504,2,-1173.235082,102.340792,0.005022374,0.41,-2.5742850479298145
1505,6,81.93451708,8.288193552,0.009385963,0.403,-2.3500294453982855
1506,6,-67.66480343,10.47909283,0.021956043,0.403,-2.0149290276927343
1507,2,-688.7196546,13.71199219,0.005280176,0.41,-2.556919937571392
