sector,m,d,p
6,-48.42692871,0.413870848,0.011581326
6,-16.78532794,1.967646053,0.007688665
2,-626.2576136,73.84808728,0.006303648
2,-1000.325468,32.23252439,0.005254603
6,72.4603839,3.240361655,0.018383144
2,530.1509518,59.74100481,0.006346246
3,56.79698668,3.563348534,0.010963636
6,32.38728404,5.83896395,0.012554234
2,1206.277095,53.50509327,0.004494648
2,845.7472384,20.32732162,0.004696422
2,-377.1280363,91.29747697,0.0046036
2,794.4175653,16.76970063,0.004224323
2,858.4143279,21.81863532,0.006272315
2,791.1475601,19.81846993,0.003786914
6,33.82065401,5.765930808,0.016231227
2,618.4014149,83.33203106,0.005992057
2,784.0936173,56.59863942,0.00448637
6,77.04330295,1.502300973,0.011992905
1,-41.43058527,13.7016581,0.011753573
5,120.5047232,3.600180457,0.017420771
2,1191.505757,20.12159075,0.004622076
2,487.5230704,87.62139363,0.004760734
2,-499.7835411,29.27895596,0.005052988
2,-655.2558545,79.72448037,0.005190259
6,86.73511854,6.552120286,0.019550528
6,-35.05390257,0.656997018,0.009319945
5,-80.55303532,2.071006609,0.014229756
2,-1185.859901,85.96748931,0.005912056
2,-578.6394858,90.22698485,0.005195113
2,-614.8739935,91.42920331,0.005794029
5,35.92191883,0.057886748,0.014487545
5,11.5362092,1.715878542,0.016948219
6,-78.1033265,3.255363024,0.01249227
5,55.16622028,6.615218335,0.016689326
2,362.2591403,11.96268476,0.004374972
2,-1185.972639,103.2346431,0.004876976
1,-32.11533259,13.75344279,0.014292824
6,39.82392229,4.082364614,0.016454864
2,-830.5554912,72.58463108,0.004217213
5,-5.242708306,0.1558929,0.013538107
6,51.49021098,7.509714906,0.020513954
2,-977.004618,67.24289827,0.005912099
5,-121.9270321,21.68680407,0.015502815
5,-77.90525974,13.94675196,0.014820894
6,76.31070936,9.764058603,0.010941845
5,-58.16972307,9.052895045,0.016517584
2,872.8878087,50.32332617,0.003647986
6,-31.99542916,4.786958911,0.010859039
5,-76.55186279,6.089368682,0.016622662
2,1230.602311,36.44052788,0.0062586
5,-109.1239192,4.583176059,0.015501914
2,-418.3960312,75.24216736,0.004254894
1,50.02472001,13.82374837,0.014087738
2,-806.8172812,20.02757599,0.00643557
2,375.6515074,89.33215081,0.00469429
5,47.37193921,4.414428622,0.015094302
1,-40.087366,13.95342641,0.014897933
6,-40.59123697,1.030435223,0.019932013
6,-26.38249077,3.265920826,0.011501477
2,-1176.145481,96.12292662,0.003719524
2,-1007.606229,78.91487673,0.00616198
5,20.51476973,3.474788473,0.017645084
2,-766.1527927,75.33261827,0.006251301
2,1234.223189,58.18265978,0.006237577
7,-1251.859205,242.5685842,0.024023892
6,-22.78812953,1.344480508,0.016864301
6,49.5956695,6.59065507,0.008906786
2,-913.858684,92.33123817,0.004528117
5,14.84532301,0.740956175,0.017514354
2,-996.6063451,14.09359278,0.006542888
2,-653.7911191,56.11780758,0.005445523
1,-37.80127675,11.04588286,0.005569897
6,-61.34783797,2.641758551,0.011566223
1,-93.87654007,10.94169972,0.012770663
2,-314.3910907,51.55410522,0.005562763
1,-68.50029606,10.69014597,0.015684885
2,690.4734579,13.17526332,0.004406022
2,277.2698071,41.90664133,0.004895266
1,40.90264031,11.84555191,0.01112784
2,-445.4100077,23.3696728,0.003721422
2,660.4976449,12.17860761,0.006168634
5,45.6176315,6.082571767,0.017603759
5,53.49564162,8.386210236,0.013061987
6,-65.2999478,1.486272712,0.018160209
5,-76.18482323,6.238470114,0.012961565
6,94.38878497,2.475865044,0.011631331
2,1176.032642,30.77677623,0.006140509
2,-387.5202227,94.09387191,0.004808554
2,-1192.363611,58.29593441,0.005922713
2,-878.9636785,61.41562618,0.003647919
5,-125.277072,11.22197196,0.014913418
3,55.73325231,2.540740639,0.010274177
1,-62.61082862,12.69076076,0.010859906
6,-26.29560578,2.245672216,0.015227101
2,668.3148224,15.37003155,0.004544741
1,71.58393361,11.14711526,0.01682293
6,-64.82017482,0.223868853,0.019763428
6,-37.91126789,1.455590613,0.017001244
6,86.45002476,1.312163378,0.007783051
6,-66.14082851,12.2081701,0.017146996
5,-37.40866288,3.767328764,0.013407189
5,-36.15931617,5.432903987,0.015434058
5,-85.99585739,15.96508927,0.016255899
2,-547.9608589,67.16361219,0.004613507
1,90.70489091,14.27419197,0.007213718
2,730.3634829,104.0505831,0.005015657
6,36.39271266,3.984301557,0.01789744
5,-95.47693613,12.08357032,0.015945034
3,50.99063203,3.723510006,0.010600974
6,64.74370703,10.73243503,0.0222857
5,-30.35049643,0.439501768,0.016252515
6,-45.5497668,3.10378054,0.02112461
3,77.08087966,3.397491804,0.009083362
2,-1173.235082,102.340792,0.005022374
6,81.93451708,8.288193552,0.009385963
6,-67.66480343,10.47909283,0.021956043
2,-688.7196546,13.71199219,0.005280176
2,-557.4104225,88.18487391,0.00480769
5,112.9785496,8.802749002,0.016323655
5,112.9975125,14.57523372,0.013799182
5,-73.06437219,5.956528798,0.017107293
6,82.98017047,16.30846313,0.019302176
2,-530.4463228,71.03200442,0.005730907
5,70.35630825,5.337782094,0.017288596
2,-761.2461947,107.6754777,0.005445064
2,472.706132,41.44160032,0.006405193
2,593.6125253,98.05803751,0.004047542
5,4.620927667,0.907367487,0.015755407
5,45.91639986,9.108091487,0.014888513
2,274.3506629,94.1901747,0.00475882
3,-65.01544649,2.563888599,0.012394673
2,-442.5752381,79.30471019,0.005807313
5,-123.7467458,4.277594918,0.013093129
2,-450.3084235,101.954674,0.004119376
5,45.11414341,1.02143244,0.013392682
6,-38.78484158,1.263690519,0.008369508
2,1143.611691,81.23909344,0.005873823
6,-22.18048629,2.637796305,0.012147864
5,72.78185261,4.637224876,0.015851558
6,86.05475312,15.36440977,0.016394467
2,377.5619016,94.45889347,0.006329524
6,50.81757547,2.891765653,0.007515372
2,290.2391424,68.07783006,0.005334459
2,820.8067144,36.53733519,0.005700651
3,66.77902743,1.63095725,0.009486678
2,-268.8036494,38.2862027,0.005276229
6,-71.07191533,12.70720747,0.011472384
5,-72.16136853,6.678345695,0.016172823
2,-659.6739049,82.39675889,0.004165926
2,665.0853838,63.05378303,0.005238496
2,306.7958001,45.99305709,0.005058042
5,85.71071053,11.21301883,0.017361314
2,-1205.700672,91.76834414,0.004429135
2,1044.119251,45.42655655,0.004132956
2,542.4833722,15.08407237,0.005527169
5,-85.02822812,7.468459077,0.015586367
5,108.5154831,4.586335738,0.014569771
3,-65.74364476,3.037397223,0.009606827
2,425.3288805,52.39257873,0.004394149
5,76.35207273,10.71025268,0.016260204
6,86.63099034,8.650704316,0.018568981
6,79.76091259,6.468583291,0.021882689
5,-38.97624598,0.554481365,0.015800716
1,57.1177362,14.17878612,0.010103299
6,-42.01281377,1.631631554,0.012261259
2,-417.3300039,89.08823978,0.004576895
2,-1233.235942,65.56260932,0.005961275
6,94.63910066,18.23874687,0.008915311
2,-660.150745,67.21276406,0.005232049
2,-1230.421196,16.92618356,0.005591396
2,-836.9929074,104.1512019,0.005977174
6,52.11197682,1.191277779,0.008379242
6,92.30730209,0.876241065,0.017655929
5,106.9098417,4.496217158,0.016730796
1,82.59407033,14.37794755,0.014295897
6,-20.1947221,2.183913152,0.015107017
2,575.0092256,71.56101344,0.005501667
5,-80.69065167,15.52530573,0.016820329
2,-647.0929466,29.41097047,0.005869709
2,-791.9363513,75.9537733,0.005769449
2,882.8673866,87.80230919,0.006216161
6,-15.65253833,1.903774281,0.00873521
2,818.1610374,105.9401551,0.00455772
6,45.62794375,0.726671544,0.009475285
1,85.64260373,11.65673845,0.016870366
6,-76.41484603,1.046023808,0.017027082
5,78.84467839,2.462979986,0.013303619
2,961.4598906,33.78660454,0.005422617
2,-742.0517418,66.49333494,0.004219426
5,-100.2150497,19.55274438,0.017626179
5,-55.0742855,8.263991056,0.013526945
6,55.41306435,8.88597375,0.016381165
2,-568.581712,34.73105598,0.006041365
6,-56.30898978,4.538154504,0.014590892
2,-1103.145118,30.30801477,0.004391995
4,2152.241968,77.82949198,0.000984556
2,-333.4344615,96.26340453,0.003962048
4,2156.804988,85.14822285,0.000993777
1,-71.16480197,10.07868808,0.017060475
2,1171.338314,34.59256457,0.004676405
2,-1114.931379,12.77610596,0.005225498
3,77.48153711,2.723655298,0.011687721
6,-78.96819119,5.095018563,0.020638608
2,630.6412337,74.97702076,0.006066922
1,-37.55160457,11.07352089,0.010032573
5,62.41508229,0.314520948,0.016347016
6,63.4147496,0.067998278,0.017913617
5,60.1522425,3.053268368,0.014576038
5,8.877889287,0.821962718,0.016552854
2,-567.0950417,64.47714606,0.00617261
6,-54.24761473,5.756953774,0.009516051
6,-64.96492092,11.82212489,0.013982211
2,-263.3219339,76.97500981,0.00388849
5,31.40476373,3.22723511,0.013237976
6,32.13859108,1.145185387,0.02040241
6,87.57300173,1.053439319,0.012197063
5,-30.72579121,5.970128475,0.014648786
2,735.1763175,47.78931973,0.006594159
2,1039.73397,39.15220208,0.005963379
5,5.523743405,0.564745361,0.013855106
5,-61.25189733,4.921681087,0.012715162
3,-65.03004346,3.588921702,0.009140392
5,-41.89818845,1.07449144,0.014054102
2,-816.7042714,70.71244772,0.004869048
2,723.4763249,92.3218536,0.005219782
5,89.64339409,6.577570078,0.015674707
2,1249.809483,68.56725601,0.004192417
6,-26.21302687,3.84804558,0.020780908
5,10.46163844,0.154164548,0.012925786
2,845.3154153,85.67095356,0.003686551
6,-15.13592394,1.068810815,0.021923504
6,-17.88803676,2.811783271,0.011352393
5,95.99423479,17.06658237,0.014035803
2,516.2993155,22.34783619,0.005727102
2,-799.1057069,36.92098497,0.005787148
5,-10.04975992,0.069340689,0.014114318
6,-33.05426073,4.224086096,0.009291545
6,54.49138006,2.112925255,0.015652335
2,-310.4588032,58.27702513,0.004870166
6,-30.53573455,2.711901227,0.021531216
2,-1231.397067,57.3971923,0.004926101
2,-292.1771515,71.71322818,0.005549162
5,67.19662184,6.677691576,0.015075389
5,9.601585847,1.790634313,0.016487215
3,70.31163547,2.835655394,0.009957609
5,-74.01676017,13.42426853,0.017490502
5,-121.9423598,7.214689878,0.015333647
6,-26.41291756,4.301425008,0.008051013
2,-485.4966177,36.4824548,0.004734513
6,50.53471826,8.843254861,0.011181617
6,97.69229247,17.6345044,0.018113736
6,88.04590735,13.54803504,0.01707036
2,1059.459615,17.49371908,0.006234657
6,37.70794647,5.71380474,0.021315789
6,-15.48736384,0.101174448,0.010995813
2,491.7874775,58.27278519,0.006181471
6,-30.38735918,4.281239451,0.014943458
5,93.14076686,11.35640839,0.016317724
6,-52.49611169,2.578515048,0.011041573
5,95.77038242,8.512769236,0.016577093
6,64.46594642,1.9668651,0.011613944
2,-294.414439,82.54238982,0.004748017
2,531.2922178,25.44485784,0.006349712
2,-921.0650467,45.98243742,0.004438002
6,52.04745861,5.41001425,0.015606896
6,-63.78974331,7.827760893,0.010469842
5,72.44923569,11.25653116,0.015736218
2,1237.375427,83.78452369,0.003891943
6,95.01801404,16.72012075,0.016107716
2,288.1359308,11.50633534,0.005499104
5,-35.21813645,3.730776243,0.015889622
6,-49.90808862,1.25806366,0.015786839
2,-910.2792101,48.25507087,0.006110196
6,-34.47694555,0.921440777,0.018166631
2,-318.3873873,10.09047577,0.004152319
2,-997.4092343,10.16370821,0.005763926
2,-1000.512977,52.96975591,0.004409291
6,79.35916348,10.25000488,0.01121433
6,-75.44840569,0.465996255,0.019249763
2,623.8995092,72.56441767,0.006242892
2,885.4079811,16.01753262,0.005453256
5,-38.20575202,1.841929209,0.014030984
5,-17.95828759,3.07186512,0.015623843
2,911.5144008,15.73005948,0.006197
2,983.7829683,42.06724491,0.005706936
5,113.1434336,16.44874201,0.01391989
6,-70.3155566,0.373224704,0.016745439
6,46.89515168,0.044793068,0.019293691
3,68.74169336,2.996731772,0.010238869
6,-34.88377939,4.545396126,0.007712792
5,-39.81138019,7.634945982,0.013296556
6,78.65218708,13.65532378,0.009217806
2,-767.4191609,32.8738153,0.003683943
6,-20.82893983,2.343754994,0.008607196
6,-42.81960303,7.629851153,0.020156153
5,25.95906149,5.074806948,0.014529354
2,-846.2163196,93.80060106,0.005445047
2,-1025.71894,73.83186187,0.005131577
5,34.26992066,2.142208071,0.016599034
5,-82.48246537,5.295054311,0.017465972
2,696.012656,52.50686368,0.00620387
6,-19.14050997,1.940594443,0.011983939
3,-56.64728636,1.630035121,0.009129898
2,-481.8109668,20.76921667,0.003777368
2,1021.522884,102.1407864,0.00388082
6,-22.89082223,2.982825406,0.008634041
2,964.9886633,43.20449595,0.004343508
6,64.88803717,5.556899373,0.018192576
6,-49.74838713,6.286209805,0.007817793
5,-124.3055426,6.601928761,0.013962085
2,-315.7086771,50.34638239,0.00470663
5,19.10180598,0.826251645,0.01697258
5,-84.21622957,4.133646369,0.017093298
1,-59.12949933,13.89652188,0.004322696
2,-573.8145825,14.40536574,0.004918259
2,-925.0868034,67.54158651,0.006357024
6,86.2376007,5.184809433,0.013187301
2,-617.4551977,93.29517472,0.004601751
2,-250.2132244,44.51901226,0.004653967
2,550.810384,102.9625474,0.004074142
6,31.25402848,4.178044048,0.02170619
2,361.2088917,105.1965496,0.005264303
3,53.56239314,1.788817992,0.009103839
5,82.40785114,12.77387383,0.013766337
5,18.89870998,2.064726206,0.016673398
5,-105.7586184,3.532153922,0.017434562
6,-24.00983725,3.183635004,0.016520264
2,631.0713194,40.52748785,0.005187773
1,86.62585921,13.54390775,0.012795481
1,-61.14180047,14.07498248,0.015893918
2,-308.4614683,38.07119891,0.004441963
5,93.50034909,15.90341264,0.013621015
5,37.86395885,4.620436882,0.013635193
6,-45.6474667,0.535976496,0.022123644
3,-55.1254595,3.881892018,0.012065509
1,-31.48757606,14.90907199,0.01588394
5,-118.2133375,17.08513108,0.014915179
6,-63.9313216,4.811033882,0.015625161
2,-815.8922083,76.84289905,0.004557398
6,-72.06346083,1.312964466,0.01856907
2,-687.1386097,104.3503453,0.004042649
2,-1011.02174,48.04807796,0.004398045
6,-44.80057945,3.291298132,0.008058508
6,-46.69621788,7.429941525,0.008615274
1,-86.14246289,12.737914,0.009059258
2,-512.2844365,18.9781845,0.006042816
5,-24.02217664,1.201262,0.015001129
6,52.6682065,4.341862749,0.021720181
2,-622.2139542,90.0139884,0.003907327
4,2088.650964,76.38751668,0.001113366
2,678.0339488,14.70837401,0.005314431
5,93.57106601,13.58839089,0.015251292
6,76.92349318,13.47383886,0.020465239
2,-753.4006194,68.00934045,0.004562326
2,310.5897021,97.92849651,0.005604372
2,-1211.61099,91.86866866,0.005667298
5,102.491876,12.38519183,0.016493382
6,-69.5045156,10.45807327,0.014574211
2,-1038.763803,90.81547173,0.006513884
5,-20.43875576,0.030243016,0.012897687
2,-398.8620476,69.37753711,0.004299333
6,-53.92166887,7.386812547,0.010786631
5,28.09434593,2.410671905,0.014485112
5,-60.04222818,11.53757119,0.014950033
6,83.4991251,11.71782647,0.012722429
6,-63.14009009,2.508248825,0.019038377
3,55.89761986,2.237205545,0.012343226
2,425.5383671,79.18531899,0.006301773
2,-616.6878037,52.13613127,0.005540341
5,-67.56052859,13.09892587,0.013467737
6,-20.11622248,1.02573245,0.008550392
6,88.01218003,15.85302219,0.013039247
2,344.9429547,53.47127448,0.006376827
5,83.46188222,13.84299915,0.017712732
2,313.005849,37.68312268,0.003726381
5,94.48612371,5.535998028,0.016027882
1,84.87854393,10.88997482,0.01080133
5,61.21139408,5.629752817,0.016920104
1,93.73360484,11.73530135,0.016992296
3,-69.22586579,1.785248353,0.011413384
6,71.50801939,0.005040044,0.014207778
5,117.4040751,4.78144403,0.016100008
2,471.0425752,50.34705218,0.005765234
6,35.5892619,1.735040947,0.017801859
3,-61.75508667,2.501103928,0.011999959
6,89.79875698,0.845838139,0.015105789
3,-60.53436284,1.58806387,0.009810033
1,72.60326367,13.79540101,0.0093401
2,1067.426159,30.00294709,0.004797755
5,-96.87908314,17.97840576,0.014286502
2,515.9719562,84.17725892,0.00589974
6,-77.19626781,2.383470044,0.01489374
6,-50.92541688,2.92638064,0.015298844
2,1140.685383,94.83631821,0.00364862
2,368.4680717,77.16642126,0.005092253
5,81.70953003,1.669619854,0.013239462
2,1229.807801,103.3562511,0.004687426
2,854.3798631,53.96471344,0.006371407
5,45.13257949,5.345873682,0.014923804
2,1025.954332,34.05739281,0.004387484
6,-70.43051603,8.265902862,0.014800694
3,-63.89946798,2.541683655,0.00989311
2,983.2245968,69.48500399,0.004604777
6,-18.71945507,3.51755224,0.017207738
5,-33.62982825,2.573640825,0.017744321
5,-47.71659051,8.713697704,0.016042823
5,117.0414857,12.41511647,0.017375891
2,389.7595409,52.37287355,0.004389967
7,-1154.741825,130.5963012,0.022042821
5,-6.216488448,0.077335348,0.014121588
6,-38.5056061,5.121732697,0.018337496
1,51.71037425,12.21719784,0.008406887
2,-689.7706738,13.6738081,0.004419892
5,-101.237494,13.40505259,0.015934194
2,702.4478484,43.46398815,0.004956654
5,-25.4048248,2.187322632,0.015464063
2,513.1795946,109.4226845,0.006474124
5,9.091382218,1.495859599,0.016585412
6,-20.29436354,2.985434352,0.018108671
6,35.07399055,2.849783778,0.010308655
6,-45.79723699,6.215095316,0.016787217
1,-39.29148719,13.0064108,0.015363243
1,95.36717153,13.97262457,0.002832061
6,33.97424444,4.378868421,0.018967857
2,-1169.186316,35.24147713,0.004241092
1,33.42432197,12.58485948,0.015508553
6,-48.48597684,2.621444155,0.011212002
6,-66.53511399,5.839770541,0.010018488
2,-344.1618763,37.9713352,0.005267835
2,-1069.14829,109.6938786,0.004546989
2,529.3065709,88.35906269,0.006345424
5,-106.5161438,4.931355618,0.013652763
2,1249.774079,16.06200547,0.00456645
5,41.37460304,8.012817214,0.013381363
2,-1173.507927,44.46086864,0.003985492
5,60.33387606,4.254444765,0.014388207
4,2078.581081,127.4470456,0.001137813
1,45.05106359,10.47895902,0.009282532
2,-822.0625799,76.60392492,0.004442073
5,53.07753267,5.476525541,0.013524558
5,99.87249783,3.773425117,0.012491281
2,-1179.978201,26.02957914,0.006590426
1,-33.38228085,11.90733872,0.003339717
2,979.4714931,33.83406861,0.003673726
2,876.2935843,73.01725505,0.005852011
2,1150.03437,50.70086352,0.004240162
5,-24.65970671,1.058726024,0.01428771
6,82.16928899,11.67587862,0.010894019
2,403.7379999,63.10665521,0.004501471
5,-115.8857481,22.61665433,0.013546808
6,98.14000639,19.11576881,0.019283191
6,65.08013552,12.39218559,0.011721491
2,-716.9583612,74.41836428,0.004961317
2,-1193.379797,56.905554,0.004337494
2,554.5815243,75.20608235,0.004249897
2,453.3192429,68.87855435,0.006556697
1,-36.14509127,13.15611466,0.015520046
6,37.24939342,6.401429059,0.016406537
2,587.4355857,12.56268527,0.004854408
5,-29.48853116,5.592255534,0.012995357
6,-51.54651206,9.34795989,0.011383111
5,79.6658865,14.11480958,0.017312846
5,-108.7376136,21.53432878,0.013578424
2,772.7332456,36.99422038,0.004756092
2,428.717122,45.82289709,0.004415233
2,-932.4680203,23.68181704,0.004372654
1,-49.07112159,14.2300946,0.011583583
5,86.14590828,6.017880968,0.01707899
6,65.57209369,10.474925,0.018658108
6,90.01090675,1.909367947,0.01181602
6,74.42356835,10.88059612,0.016600993
6,30.25521196,4.009276461,0.013295196
6,-46.08593584,6.41791294,0.013493681
6,-29.74883459,0.268895354,0.007605503
5,-9.568176763,1.53623665,0.016131487
2,-657.448065,92.43966443,0.00624166
5,106.2626136,3.277048563,0.016015835
2,339.782029,41.00719969,0.004313647
6,-65.9872325,5.901137732,0.021268864
1,-82.61204711,14.00155129,0.016756993
3,-69.16140728,1.915273068,0.012311084
2,977.3757443,105.4573408,0.006351813
5,100.2327779,4.281936662,0.017260286
3,72.55887713,1.024219581,0.01167903
5,117.5696295,16.09984901,0.013381237
2,998.9264096,106.8005422,0.004037152
2,-341.87296,105.1110353,0.00621047
6,-75.82546533,14.77866505,0.013458828
6,-56.33420951,10.46721042,0.020580315
5,-78.47103496,10.59948368,0.015144216
1,-53.5790814,11.3871681,0.004256297
2,642.845597,16.23143242,0.005532041
5,59.19607165,7.595059603,0.017730511
5,-125.0200848,15.89990639,0.016183227
1,-91.10558281,10.50006243,0.011189193
2,345.7847094,84.30014059,0.004452128
1,45.61420075,12.71179192,0.004097905
6,82.83181224,8.548634518,0.018680904
3,69.5352327,1.280146822,0.007898813
6,-38.51891382,2.651239067,0.012346758
1,-62.32348856,12.75111058,0.011781543
6,-40.9387956,7.298658682,0.012155386
5,99.45194985,14.40620799,0.012724568
5,-108.5981635,18.93397956,0.017389374
6,-51.02091507,2.349869469,0.008440256
2,427.8478297,66.80542395,0.005832809
6,67.06766431,11.26838243,0.016107858
6,35.84013718,6.814065536,0.015763901
2,662.8640951,70.79777756,0.00470152
2,1181.064128,21.51005491,0.004001072
2,-959.1605351,41.18288782,0.005876785
2,1187.073876,88.02950205,0.006416563
5,-109.3519664,7.155880615,0.015925401
6,-52.77531887,8.363539341,0.020078833
6,-40.09254698,3.101987328,0.020140297
5,98.61814061,0.67502013,0.013212763
6,55.89246717,8.943546747,0.019915945
2,-261.5373336,69.80047426,0.005634573
6,89.21892582,0.876498988,0.020178785
1,-43.56834577,12.23420474,0.01250316
6,47.74108917,6.11657883,0.009525153
3,-56.05657611,3.692418748,0.008236155
5,-100.982056,2.306116819,0.017591119
5,-58.60883547,2.995237032,0.017522121
2,-945.7547517,95.89116729,0.003970133
6,34.28266876,6.78559981,0.018717859
6,31.60511782,2.064871116,0.012666495
6,-75.59240303,8.265311598,0.022162715
2,864.4757893,64.86016012,0.00403435
5,25.41751052,3.08431847,0.015861949
2,-1051.455629,89.0831008,0.004532145
6,-19.16685963,0.117789844,0.013068412
6,78.11452455,11.66450415,0.016194848
1,53.60167737,11.48961714,0.00518662
2,1175.950078,71.8721606,0.006254807
6,55.10237823,3.15077148,0.016865759
2,819.3044222,67.1412235,0.005242807
6,-20.95683247,0.151833976,0.012697958
5,-5.798037452,0.478939555,0.012864319
1,-57.04915366,10.14410157,0.009069719
5,-52.04381989,9.984329141,0.014122371
5,-75.89241712,6.753574258,0.016732817
3,-64.77883721,2.605565773,0.009272233
2,-370.800046,14.96217511,0.003958104
5,-110.8042349,0.080874593,0.014669756
1,50.78753591,14.62950236,0.007335199
6,-59.77366762,2.669305135,0.009828138
6,-44.32349837,8.627071871,0.012053147
5,-116.7418585,15.32451352,0.017564712
1,76.92364178,10.10067916,0.007443427
6,39.45000597,5.329106587,0.012504003
3,62.00018546,1.131747596,0.011822165
2,-707.0610395,71.35719406,0.006114416
2,364.4827499,42.4583633,0.005644447
2,-997.6936798,92.44085768,0.004957118
6,82.54276724,14.70836744,0.019326743
1,-44.5044402,10.60424009,0.011453595
6,92.08254767,15.71572818,0.021464747
6,-19.26394601,0.004809764,0.02185621
6,-19.08098789,0.817234842,0.020579237
5,9.514997252,1.265856442,0.016622961
6,-60.54870509,6.014613267,0.019319207
5,32.59204401,0.565827731,0.01623092
2,-713.5004798,97.09975681,0.003872279
1,51.60957655,11.79202394,0.004539401
1,42.33229068,10.74279498,0.006507766
2,488.63537,51.71327535,0.004430151
5,-7.814891438,1.487047926,0.01501702
2,-953.5499434,11.62227425,0.004597454
5,41.00425781,3.793929623,0.016941662
5,-109.8658285,15.3423373,0.013734751
6,-66.06543287,10.37904965,0.019296123
2,867.6825707,29.98737467,0.005491678
2,812.1952503,56.88402768,0.004826936
5,31.87177007,3.89147083,0.015914895
2,498.3028647,62.75085611,0.004214409
5,-93.77891584,11.09166775,0.01738516
2,-753.601399,15.49867788,0.004816806
2,-982.84227,28.04444698,0.006261518
2,995.6996582,66.5370593,0.005212073
5,121.9675439,17.59108389,0.01454486
5,50.65550423,2.378170159,0.017178302
5,-31.41598316,3.215414075,0.014084502
1,70.86250426,13.34947369,0.015661017
1,-50.88387377,10.57699295,0.011284316
6,-42.19911522,5.030382828,0.01528072
1,-56.6842581,11.23954072,0.012853736
2,-400.1309073,21.91363796,0.004435528
2,-767.3256071,38.23039092,0.004212008
6,-66.72290569,4.049474703,0.012864501
6,71.19397372,6.756724261,0.021802326
6,34.71860838,4.895992206,0.013164468
2,395.1962616,90.37973299,0.004850951
4,2592.633641,87.19046961,0.000999841
3,54.59577316,1.428604029,0.010243253
3,66.97992303,2.613896735,0.01239747
5,-71.3217421,6.778427979,0.017176071
2,892.9251793,47.7684636,0.004813024
6,58.24923489,1.603653372,0.014335229
2,-508.2248119,71.23398833,0.005111877
6,-18.23341534,0.131171845,0.014941814
1,70.05703377,13.88549045,0.004202873
6,-71.7697904,6.440351109,0.018416971
6,94.40726368,0.377630823,0.01477833
2,761.1629891,54.68563279,0.00571392
2,1187.057078,55.62524876,0.005422436
5,-116.9576014,20.61453727,0.016325554
6,84.97481618,15.49261242,0.010642124
2,-1228.848511,21.84278494,0.006409381
2,-552.8170692,73.2772526,0.006178704
2,1132.947182,40.81707532,0.006041677
5,-35.79993503,5.811422297,0.014517319
6,-35.33144742,6.965993424,0.01691828
5,-27.39151165,5.124981711,0.016820007
2,-1090.553441,89.16773511,0.006271986
2,1098.903846,70.04021209,0.005977411
6,-15.32897649,1.439120239,0.022495239
6,99.81841696,18.55667791,0.016528449
1,50.82716514,13.3288253,0.012541437
1,58.13259433,12.4907349,0.01331875
6,-27.10472111,0.878611668,0.015288851
3,63.90993806,3.163098686,0.007531357
3,-55.09341241,2.992720904,0.010960642
3,63.93250158,3.472802737,0.01135348
6,67.22004403,5.119880088,0.01526724
6,67.28145655,13.25119662,0.020875269
5,-106.009456,18.2082029,0.013526343
6,31.51491724,2.881518029,0.015016609
3,71.44002833,1.44407834,0.012053258
3,-66.28755502,2.600499535,0.012448015
5,93.64387537,6.370584854,0.015263737
5,-64.99583941,11.90578918,0.01334025
2,-275.7303995,77.42480006,0.005279882
6,81.82419361,2.021367268,0.012734092
6,31.3680104,4.118761882,0.021910048
5,60.45344952,4.797880852,0.017587089
1,87.9968081,11.15132537,0.015358682
6,72.36583218,11.10641739,0.012817797
1,75.05413095,12.6429353,0.005667311
6,-28.32602353,2.074241835,0.016947455
6,67.68941339,7.152027436,0.012206379
5,103.3862763,11.02402001,0.015942299
1,44.99758833,12.33888691,0.004049648
1,83.24295646,10.92084495,0.005238567
6,-56.60362365,5.763629589,0.018732471
5,56.24863885,9.757998477,0.014987057
5,-66.19902079,4.855593596,0.016343547
1,53.69655558,14.55520455,0.00574415
1,98.41797589,12.18521966,0.010013958
6,45.32253838,5.934614372,0.016500004
3,63.29061158,3.434757906,0.009843101
6,-73.14996614,8.092595812,0.02198417
7,-1027.222648,178.7618112,0.023685764
6,57.73652086,4.723537956,0.013098379
6,-36.81746446,5.80095625,0.021172185
3,57.12482141,2.313953542,0.007586165
3,-69.53996765,2.971668928,0.009498451
2,587.4216597,77.16677458,0.003985857
3,56.99226911,3.396687752,0.008614836
6,-72.47819692,3.052202606,0.01442372
2,732.313355,67.99827111,0.005788185
6,-22.5489933,4.469798639,0.020607727
2,-469.9333765,56.49924758,0.004764564
6,-77.77119988,2.811955906,0.021596762
6,-40.43272465,4.489095121,0.009934805
3,58.81031871,3.899794931,0.009342231
1,-50.25159106,10.47765852,0.01725236
1,-55.61981934,10.07934495,0.002548204
6,35.44088184,5.386670118,0.021206176
5,-58.34108052,3.109719675,0.017410165
6,-41.78310202,4.353748022,0.007664919
5,-48.67019738,4.00867552,0.01291507
2,518.0050472,52.53963422,0.006381391
2,-1152.175768,66.15793433,0.00463792
3,-56.22118936,2.3865671,0.012335576
6,-20.97576835,0.282154613,0.008596208
2,-1187.102201,93.61277123,0.005872375
2,-1023.391137,32.00811357,0.004720455
4,2656.968191,70.85663911,0.001050439
6,-76.22543247,3.291247115,0.01770533
2,299.5676896,100.5070145,0.004587317
6,-38.22159986,0.856448779,0.011395344
1,84.26630961,13.33195417,0.015455737
